,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks
4376,48,available,m,straight,average,,rarely,never,graduated from college/university,white,64.0,-1,artistic / musical / writer,2012-04-15-14-09,"vallejo, california",has a kid,likes dogs and has cats,buddhism and somewhat serious about it,taurus and it&rsquo;s fun to think about,no,"english (fluently), japanese (poorly), german (poorly)"
4377,26,single,m,straight,,mostly vegetarian,,never,graduated from college/university,indian,70.0,-1,banking / financial / real estate,2012-06-03-23-18,"san francisco, california",,likes dogs,,sagittarius but it doesn&rsquo;t matter,,"english, hindi"
4378,33,single,m,straight,athletic,strictly vegetarian,socially,never,graduated from masters program,indian,69.0,-1,,2012-06-23-20-06,"san francisco, california",,,,taurus,no,"english, hindi"
4379,27,single,f,straight,fit,,not at all,never,graduated from college/university,white,65.0,-1,sales / marketing / biz dev,2012-06-29-22-58,"san francisco, california",,has dogs,other but not too serious about it,sagittarius,no,english
4380,35,single,f,gay,athletic,,,,graduated from college/university,"middle eastern, white",67.0,50000,education / academia,2012-05-26-18-14,"oakland, california",,,,aries and it&rsquo;s fun to think about,,english
4381,20,single,f,bisexual,average,mostly anything,socially,never,,white,69.0,-1,education / academia,2012-06-29-20-32,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,christianity and laughing about it,gemini,no,"english (fluently), swedish (fluently), norwegian (fluently), german (okay), latin (okay)"
4382,26,single,f,straight,average,,socially,never,working on masters program,white,67.0,-1,medicine / health,2012-05-08-20-46,"san francisco, california",,likes dogs and has cats,christianity and somewhat serious about it,virgo and it&rsquo;s fun to think about,no,english (fluently)
4383,18,single,f,straight,thin,strictly anything,socially,sometimes,working on college/university,asian,62.0,-1,student,2012-04-07-03-24,"san francisco, california","doesn't have kids, but might want them",has dogs and likes cats,,pisces and it&rsquo;s fun to think about,no,english (fluently)
4384,25,single,f,straight,average,vegan,socially,sometimes,,white,67.0,-1,,2012-06-22-12-06,"san francisco, california",doesn't have kids,,,taurus,sometimes,english
4385,28,seeing someone,f,bisexual,curvy,,socially,,graduated from college/university,white,69.0,20000,education / academia,2012-01-27-19-46,"san francisco, california",,likes dogs,judaism and laughing about it,sagittarius but it doesn&rsquo;t matter,sometimes,"english, spanish (poorly)"
4386,21,single,f,straight,thin,mostly anything,socially,never,working on college/university,,64.0,-1,student,2012-06-05-11-51,"berkeley, california",,dislikes cats,catholicism and somewhat serious about it,scorpio but it doesn&rsquo;t matter,sometimes,english (fluently)
4387,37,single,f,straight,,,,,graduated from masters program,,69.0,-1,,2012-06-10-23-45,"san francisco, california",,,,,,english
4388,23,single,f,straight,curvy,,socially,never,graduated from two-year college,,67.0,-1,medicine / health,2012-03-19-14-22,"san francisco, california","doesn't have kids, but wants them",,catholicism but not too serious about it,cancer and it&rsquo;s fun to think about,when drinking,english
4389,29,single,f,straight,average,mostly anything,socially,never,graduated from masters program,"hispanic / latin, white",65.0,-1,science / tech / engineering,2012-05-30-19-33,"san francisco, california",,likes dogs and likes cats,christianity and very serious about it,,no,"english (fluently), spanish (okay)"
4390,21,single,f,straight,average,,often,never,graduated from high school,white,67.0,-1,student,2012-02-11-20-19,"berkeley, california",,,christianity,virgo,no,english
4391,21,single,f,straight,curvy,mostly anything,socially,sometimes,working on college/university,"hispanic / latin, white",68.0,-1,student,2012-06-16-16-59,"san francisco, california",,likes dogs and likes cats,atheism and laughing about it,scorpio and it&rsquo;s fun to think about,when drinking,english
4392,23,single,f,straight,average,mostly vegetarian,often,sometimes,working on college/university,white,70.0,-1,student,2012-06-29-16-22,"berkeley, california",doesn't have kids,has dogs and has cats,,aquarius and it&rsquo;s fun to think about,yes,"english (fluently), spanish (poorly), french (poorly), italian (okay)"
4393,31,single,f,straight,curvy,strictly anything,socially,never,working on college/university,white,65.0,-1,executive / management,2012-06-29-19-48,"san francisco, california","doesn't have kids, but might want them",has dogs and likes cats,agnosticism,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), czech"
4394,24,single,f,straight,average,anything,socially,never,working on two-year college,"asian, native american, white",59.0,-1,,2012-06-16-11-17,"san francisco, california","has a kid, and might want more",has dogs and likes cats,,capricorn and it&rsquo;s fun to think about,no,english (fluently)
4395,25,single,f,straight,average,strictly anything,socially,never,graduated from college/university,"hispanic / latin, white",60.0,-1,education / academia,2012-03-22-17-31,"san carlos, california",doesn't have kids,,,capricorn and it&rsquo;s fun to think about,no,english
4396,27,single,f,straight,,,socially,,,,63.0,-1,,2012-05-25-10-12,"san francisco, california",,likes dogs,,,,"english, spanish (okay)"
4397,29,single,f,straight,,mostly anything,socially,sometimes,graduated from college/university,white,70.0,-1,other,2012-04-16-17-10,"san francisco, california",,likes dogs and has cats,judaism and laughing about it,aquarius and it&rsquo;s fun to think about,when drinking,"english (fluently), french (okay), spanish (okay), bulgarian (poorly), swahili (poorly)"
4398,25,single,f,straight,curvy,other,not at all,never,working on college/university,"asian, black, native american",62.0,-1,clerical / administrative,2012-02-06-00-27,"el cerrito, california",has a kid,likes dogs and likes cats,christianity,aries but it doesn&rsquo;t matter,no,english
4399,28,single,f,straight,average,mostly anything,socially,never,graduated from college/university,white,65.0,-1,sales / marketing / biz dev,2012-06-30-01-02,"san francisco, california","doesn't have kids, but wants them",likes dogs,other,taurus and it&rsquo;s fun to think about,no,english
4400,25,single,f,straight,average,,socially,never,working on college/university,white,67.0,-1,sales / marketing / biz dev,2011-11-20-15-30,"belmont, california",,likes dogs and dislikes cats,,cancer,when drinking,english
4401,29,single,f,straight,fit,mostly anything,socially,sometimes,graduated from masters program,white,69.0,-1,political / government,2012-04-18-23-27,"san francisco, california",,likes dogs and dislikes cats,christianity and laughing about it,cancer but it doesn&rsquo;t matter,no,"english, spanish (okay)"
4402,29,single,f,straight,curvy,,socially,never,graduated from college/university,white,65.0,-1,,2012-06-29-15-29,"san francisco, california","doesn't have kids, but wants them",likes dogs,atheism,taurus,no,"english, spanish (okay)"
4403,23,single,f,straight,average,strictly anything,often,never,graduated from college/university,"white, other",61.0,-1,sales / marketing / biz dev,2012-06-30-00-11,"san francisco, california",,has dogs and has cats,,gemini and it&rsquo;s fun to think about,when drinking,english
4404,28,single,f,straight,,,,never,working on med school,,67.0,-1,student,2012-06-30-01-04,"oakland, california",,has dogs,,cancer and it&rsquo;s fun to think about,,"english, vietnamese (okay), spanish (okay)"
4405,43,single,m,straight,athletic,mostly anything,socially,,graduated from masters program,white,72.0,-1,computer / hardware / software,2011-12-14-08-33,"berkeley, california",has kids,,atheism but not too serious about it,cancer but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), german (poorly)"
4406,44,single,m,straight,athletic,anything,socially,never,graduated from space camp,"asian, pacific islander",67.0,70000,artistic / musical / writer,2012-06-14-14-50,"berkeley, california",,likes dogs and has cats,,pisces and it&rsquo;s fun to think about,sometimes,"english, tagalog"
4407,22,seeing someone,f,gay,fit,,socially,,working on college/university,white,67.0,20000,executive / management,2012-06-27-09-56,"hayward, california",,has dogs and has cats,christianity but not too serious about it,sagittarius but it doesn&rsquo;t matter,sometimes,english
4408,27,single,f,straight,fit,mostly vegetarian,socially,never,working on ph.d program,"white, other",62.0,50000,education / academia,2012-05-22-19-59,"san francisco, california","doesn't have kids, but wants them",has dogs,catholicism but not too serious about it,aries,no,english
4409,29,single,f,straight,athletic,mostly anything,often,,graduated from two-year college,white,69.0,-1,law / legal services,2012-02-23-18-43,"san francisco, california",,has dogs and has cats,agnosticism and laughing about it,,no,"english (fluently), japanese (poorly)"
4410,23,single,f,straight,curvy,,socially,never,graduated from space camp,white,68.0,-1,artistic / musical / writer,2012-06-30-00-33,"castro valley, california","doesn't have kids, but might want them",likes dogs and has cats,other and laughing about it,leo and it&rsquo;s fun to think about,no,"english (fluently), italian (poorly)"
4411,26,single,f,straight,full figured,mostly anything,socially,never,working on college/university,white,68.0,-1,clerical / administrative,2012-06-28-15-49,"oakland, california","doesn't have kids, but wants them",likes dogs and dislikes cats,catholicism but not too serious about it,gemini but it doesn&rsquo;t matter,no,english
4412,26,single,f,straight,full figured,,socially,never,graduated from college/university,"black, white",67.0,20000,sales / marketing / biz dev,2012-06-30-00-15,"oakland, california","has a kid, and wants more",likes dogs and likes cats,christianity and very serious about it,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)"
4413,26,single,f,straight,,mostly anything,socially,never,graduated from law school,"hispanic / latin, white",68.0,-1,,2012-06-29-18-04,"palo alto, california",,,christianity but not too serious about it,virgo and it&rsquo;s fun to think about,no,english
4414,21,single,m,straight,athletic,strictly anything,socially,often,working on two-year college,"black, white",73.0,20000,other,2011-12-18-17-29,"san francisco, california",,has dogs,,leo and it&rsquo;s fun to think about,yes,english
4415,26,single,f,straight,athletic,,socially,never,graduated from college/university,black,64.0,-1,sales / marketing / biz dev,2012-06-02-18-50,"san francisco, california",,,,aries,,english
4416,24,single,m,straight,average,strictly anything,socially,never,graduated from college/university,white,68.0,-1,banking / financial / real estate,2012-06-29-22-12,"san francisco, california",,,,,no,english
4417,24,single,m,gay,,,often,never,,hispanic / latin,69.0,20000,other,2011-08-25-05-12,"oakland, california",,has dogs,,taurus and it&rsquo;s fun to think about,no,english
4418,21,single,f,bisexual,curvy,strictly anything,often,often,working on college/university,,65.0,-1,,2012-06-30-01-30,"oakland, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,atheism and laughing about it,aries and it&rsquo;s fun to think about,trying to quit,english
4419,31,single,m,straight,athletic,,socially,never,graduated from college/university,white,74.0,-1,sales / marketing / biz dev,2012-06-26-16-37,"san francisco, california",,has dogs,christianity but not too serious about it,libra,no,english
4420,27,seeing someone,f,straight,athletic,mostly vegetarian,socially,sometimes,graduated from college/university,white,64.0,-1,retired,2012-03-08-16-38,"san francisco, california",,likes dogs and dislikes cats,other and very serious about it,virgo but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (poorly)"
